seed,n_test,zs_gap,ta_gap,delta,zs_acc,ta_acc,zs_ece,ta_ece
42,4952,-7.0367395877838135,1.1362314224243164,8.17297101020813,79.44265007972717,82.00727105140686,7.091476023197174,1.6802182421088219
43,4952,-6.88481330871582,0.36149024963378906,7.246303558349609,79.50323224067688,82.65347480773926,6.88481330871582,1.409345492720604
44,4952,-6.432050466537476,1.0623276233673096,7.494378089904785,79.20032739639282,82.16882348060608,6.432050466537476,1.3617809861898422
