seed,n_test,zs_gap,coop_gap,delta,zs_acc,coop_acc,zs_ece,coop_ece
42,4952,-7.0367395877838135,-0.3137350082397461,6.723004579544067,79.44265007972717,83.56220126152039,7.091476023197174,1.126942690461874
43,4952,-6.88481330871582,-2.326744794845581,4.558068513870239,79.50323224067688,84.28917527198792,6.88481330871582,2.424231544137001
44,4952,-6.432050466537476,-0.2587616443634033,6.173288822174072,79.20032739639282,83.34006667137146,6.432050466537476,1.3264327310025692
