seed,n_test,zs_gap,ta_gap,delta,zs_acc,ta_acc,zs_ece,ta_ece
42,24800,-6.570309400558472,-0.3994584083557129,6.170850992202759,73.70967864990234,74.65322613716125,6.5703049302101135,1.1030558496713638
43,24800,-6.3909828662872314,-0.39789676666259766,5.993086099624634,73.53629469871521,74.66935515403748,6.390978395938873,0.8686467073857784
44,24800,-6.524461507797241,-0.6705820560455322,5.853879451751709,73.7621009349823,75.15726089477539,6.52446374297142,1.1274510994553566
